timestamp,target,temp,event
2025-01-01 00:00:00,8.00729041322208,15.0,0.0
2025-01-01 01:00:00,8.165469575284124,17.700364033854182,0.0
2025-01-01 02:00:00,8.802717927263336,20.224190280759274,0.0
2025-01-01 03:00:00,9.135463216650134,22.4069612401754,0.0
2025-01-01 04:00:00,8.900479471048627,24.107380836372908,0.0
2025-01-01 05:00:00,9.156463318721945,25.216993084379425,0.0
2025-01-01 06:00:00,9.448828510512987,25.667562801868943,0.0
2025-01-01 07:00:00,9.339727660368629,25.435715398198244,0.0
2025-01-01 08:00:00,9.260415691164512,24.544519561077102,0.0
2025-01-01 09:00:00,8.910933567795142,23.061904997730977,0.0
2025-01-01 10:00:00,8.91931689794356,21.096023073099186,0.0
2025-01-01 11:00:00,8.576446283695326,18.787866523984434,0.0
2025-01-01 12:00:00,8.10665857396124,16.301651217352678,0.0
2025-01-01 13:00:00,3.8329471851993406,13.813615433793979,0.0
2025-01-01 14:00:00,7.496264253696615,11.500000000000002,0.0
2025-01-01 15:00:00,6.993170572050238,9.525028417680538,0.0
2025-01-01 16:00:00,6.989138256853092,8.029706136346483,0.0
2025-01-01 17:00:00,6.634110732831606,7.122202293829822,0.0
2025-01-01 18:00:00,6.910098462203464,6.8704694055762,0.0
2025-01-01 19:00:00,6.80952533420535,7.297603970943678,0.0
2025-01-01 20:00:00,6.9363296992990096,8.380264175468373,0.0
2025-01-01 21:00:00,7.083123764614065,10.050252531694165,0.0
2025-01-01 22:00:00,7.712237621094187,12.199155615489476,0.0
2025-01-01 23:00:00,7.821027551806101,14.685724718411143,0.0
2025-01-02 00:00:00,8.745110030646329,17.345494447404086,1.0
2025-01-02 01:00:00,8.52994863923446,20.00198379032522,0.0
2025-01-02 02:00:00,9.031944989591938,22.478716322947985,0.0
2025-01-02 03:00:00,7.358239782281175,24.611240409550327,0.0
2025-01-02 04:00:00,9.54184618205742,26.258330249197698,0.0
2025-01-02 05:00:00,9.693876792225357,27.311604443404512,0.0
2025-01-02 06:00:00,10.054894283601676,27.70290660370726,0.0
2025-01-02 07:00:00,9.56173045372027,27.40894503050061,0.0
2025-01-02 08:00:00,9.410808411006597,26.452875283777,0.0
2025-01-02 09:00:00,9.141751337129824,24.902717802790576,0.0
2025-01-02 10:00:00,9.11699428916191,22.86671841735842,0.0
2025-01-02 11:00:00,8.880115202530742,20.485967929892414,0.0
2025-01-02 12:00:00,8.300082008978519,17.924783736545475,0.0
2025-01-02 13:00:00,7.812497478200262,15.359508968674662,0.0
2025-01-02 14:00:00,7.484145138166782,12.966492478675393,0.0
2025-01-02 15:00:00,7.470961735571243,10.910068817814262,0.0
2025-01-02 16:00:00,7.272439452241768,9.331357353699154,0.0
2025-01-02 17:00:00,7.102400907304076,8.338643851474519,0.0
2025-01-02 18:00:00,6.837283282671505,8.0,0.0
2025-01-02 19:00:00,7.05727020320073,8.338643851474512,0.0
2025-01-02 20:00:00,7.781430919564164,9.33135735369915,1.0
2025-01-02 21:00:00,7.428537785872516,10.910068817814256,0.0
2025-01-02 22:00:00,7.846340343138219,12.966492478675372,0.0
2025-01-02 23:00:00,8.067654670582233,15.359508968674655,0.0
2025-01-03 00:00:00,8.520953747996618,17.924783736545464,0.0
2025-01-03 01:00:00,8.772570693309456,20.485967929892404,0.0
2025-01-03 02:00:00,9.156804287080393,22.866718417358427,0.0
2025-01-03 03:00:00,10.116391209513615,24.90271780279057,1.0
2025-01-03 04:00:00,9.94399411529981,26.452875283777,1.0
2025-01-03 05:00:00,10.305003236349231,27.40894503050061,1.0
2025-01-03 06:00:00,9.7271813119608,27.70290660370726,0.0
2025-01-03 07:00:00,9.650145721580794,27.311604443404512,0.0
2025-01-03 08:00:00,9.583607516489765,26.25833024919771,0.0
2025-01-03 09:00:00,9.707811406648501,24.61124040955034,0.0
2025-01-03 10:00:00,9.561807595271725,22.478716322947985,1.0
2025-01-03 11:00:00,8.984773601057075,20.00198379032522,0.0
2025-01-03 12:00:00,8.10596792759488,17.345494447404114,0.0
2025-01-03 13:00:00,8.010046378894456,14.68572471841116,0.0
2025-01-03 14:00:00,7.772588365674553,12.19915561548949,0.0
2025-01-03 15:00:00,7.568606981121051,10.050252531694166,0.0
2025-01-03 16:00:00,7.973233379259698,8.380264175468382,1.0
2025-01-03 17:00:00,7.251958735153179,7.297603970943683,0.0
2025-01-03 18:00:00,6.978453626319394,6.870469405576201,0.0
2025-01-03 19:00:00,7.004749722601254,7.122202293829821,0.0
2025-01-03 20:00:00,7.410879680829137,8.029706136346482,0.0
2025-01-03 21:00:00,7.423862307246345,9.525028417680524,0.0
2025-01-03 22:00:00,7.495847043147111,11.5,0.0
2025-01-03 23:00:00,7.862675322001697,13.813615433793991,0.0
