timestamp,target,temp,promo
2025-01-01 00:00:00,9.899631881550492,15.0,0.0
2025-01-01 01:00:00,10.440909850189852,17.700364033854182,0.0
2025-01-01 02:00:00,10.778078859355011,20.224190280759274,0.0
2025-01-01 03:00:00,11.648518815832482,22.4069612401754,1.0
2025-01-01 04:00:00,11.447380806527944,24.107380836372908,0.0
2025-01-01 05:00:00,11.551155310659597,25.216993084379425,0.0
2025-01-01 06:00:00,11.860557365261352,25.667562801868943,0.0
2025-01-01 07:00:00,12.09949899301846,25.435715398198244,0.0
2025-01-01 08:00:00,11.603729631851543,24.544519561077102,0.0
2025-01-01 09:00:00,11.348109601594029,23.061904997730977,0.0
2025-01-01 10:00:00,11.25789413162747,21.096023073099186,0.0
2025-01-01 11:00:00,10.860663849857074,18.787866523984434,0.0
2025-01-01 12:00:00,10.4092698789285,16.301651217352678,0.0
2025-01-01 13:00:00,9.800478199295172,13.813615433793979,0.0
2025-01-01 14:00:00,9.60853548638634,11.500000000000002,0.0
2025-01-01 15:00:00,9.43859222679156,9.525028417680538,0.0
2025-01-01 16:00:00,8.797121804342513,8.029706136346483,0.0
2025-01-01 17:00:00,8.840535951717012,7.122202293829822,0.0
2025-01-01 18:00:00,8.52910763449875,6.8704694055762,0.0
2025-01-01 19:00:00,8.743848697816988,7.297603970943678,0.0
2025-01-01 20:00:00,8.836942483992384,8.380264175468373,0.0
2025-01-01 21:00:00,9.461326860655495,10.050252531694165,0.0
2025-01-01 22:00:00,9.638990645645608,12.199155615489476,0.0
2025-01-01 23:00:00,10.387922310642685,14.685724718411143,0.0
2025-01-02 00:00:00,10.835292828301668,17.345494447404086,0.0
2025-01-02 01:00:00,11.23590015142896,20.00198379032522,0.0
2025-01-02 02:00:00,11.208336866883489,22.478716322947985,0.0
2025-01-02 03:00:00,11.98344436907084,24.611240409550327,0.0
2025-01-02 04:00:00,12.378050441449098,26.258330249197698,0.0
2025-01-02 05:00:00,12.605619637249992,27.311604443404512,0.0
2025-01-02 06:00:00,12.359182235494973,27.70290660370726,0.0
2025-01-02 07:00:00,12.534987017853107,27.40894503050061,0.0
2025-01-02 08:00:00,12.28716790804879,26.452875283777,0.0
2025-01-02 09:00:00,12.072000761773118,24.902717802790576,0.0
2025-01-02 10:00:00,12.11380246047443,22.86671841735842,0.0
2025-01-02 11:00:00,11.348908244832609,20.485967929892414,0.0
2025-01-02 12:00:00,11.081570235244442,17.924783736545475,0.0
2025-01-02 13:00:00,10.841452949929641,15.359508968674662,0.0
2025-01-02 14:00:00,10.153171966621697,12.966492478675393,0.0
2025-01-02 15:00:00,9.909619311354293,10.910068817814262,0.0
2025-01-02 16:00:00,9.69685872069935,9.331357353699154,0.0
2025-01-02 17:00:00,10.12947390010873,8.338643851474519,1.0
2025-01-02 18:00:00,9.224374685595457,8.0,0.0
2025-01-02 19:00:00,9.55194559133312,8.338643851474512,0.0
2025-01-02 20:00:00,9.98653057639776,9.33135735369915,0.0
2025-01-02 21:00:00,9.682530765645424,10.910068817814256,0.0
2025-01-02 22:00:00,10.521768590774673,12.966492478675372,0.0
2025-01-02 23:00:00,11.388445781592322,15.359508968674655,1.0
